"State Code","County Code","Site Number","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Duration Description","Date (Local)","Year","Day In Year (Local)","Units of Measure","Exceptional Data Type","Nonreg Observation Count","Observation Count","Observation Percent","Nonreg Arithmetic Mean","Arithmetic Mean","Nonreg First Maximum Value","First Maximum Value","First Maximum Hour","AQI","Daily Criteria Indicator","Tribe Name","State Name","County Name","City Name","Local Site Name","Address","MSA or CBSA Name","Data Source"
"08","013","0012","68109","1","40.021097","-105.263382","WGS84","Elapsed Sample Time","24 HOUR","2014-01-30","2014","30","Minutes","None",".","1","100.0000",".","583",".","583.00000","14",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","88101","1","40.021097","-105.263382","WGS84","PM2.5 - Local Conditions","24 HOUR","2014-01-30","2014","30","Micrograms/cubic meter (LC)","None",".","1","100.0000",".","4.7",".","4.70000","14","20.00","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68101","1","40.021097","-105.263382","WGS84","Sample Flow Rate- CV","24 HOUR","2014-02-01","2014","32","Percent","None",".","1","100.0000",".","0.2",".","0.20000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68102","1","40.021097","-105.263382","WGS84","Sample Volume","24 HOUR","2014-02-01","2014","32","Cubic meter","None",".","1","100.0000",".","24",".","24.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68105","1","40.021097","-105.263382","WGS84","Ambient Temperature","24 HOUR","2014-02-01","2014","32","Degrees Centigrade","None",".","1","100.0000",".","-6.5",".","-6.50000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68108","1","40.021097","-105.263382","WGS84","Sample Baro Pressure","24 HOUR","2014-02-01","2014","32","Millimeters (mercury)","None",".","1","100.0000",".","625",".","625.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68109","1","40.021097","-105.263382","WGS84","Elapsed Sample Time","24 HOUR","2014-02-01","2014","32","Minutes","None",".","1","100.0000",".","1440",".","1440.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","88101","1","40.021097","-105.263382","WGS84","PM2.5 - Local Conditions","24 HOUR","2014-02-01","2014","32","Micrograms/cubic meter (LC)","None",".","1","100.0000",".","10.9",".","10.90000","0","45.00","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68101","1","40.021097","-105.263382","WGS84","Sample Flow Rate- CV","24 HOUR","2014-02-04","2014","35","Percent","None",".","1","100.0000",".","0.4",".","0.40000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68102","1","40.021097","-105.263382","WGS84","Sample Volume","24 HOUR","2014-02-04","2014","35","Cubic meter","None",".","1","100.0000",".","23.7",".","23.70000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68105","1","40.021097","-105.263382","WGS84","Ambient Temperature","24 HOUR","2014-02-04","2014","35","Degrees Centigrade","None",".","1","100.0000",".","-11.5",".","-11.50000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68108","1","40.021097","-105.263382","WGS84","Sample Baro Pressure","24 HOUR","2014-02-04","2014","35","Millimeters (mercury)","None",".","1","100.0000",".","627",".","627.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68109","1","40.021097","-105.263382","WGS84","Elapsed Sample Time","24 HOUR","2014-02-04","2014","35","Minutes","None",".","1","100.0000",".","1423",".","1423.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","81102","1","40.021097","-105.263382","WGS84","PM10 Total 0-10um STP","24 HOUR","2014-02-04","2014","35","Micrograms/cubic meter (25 C)","None",".","1","100.0000",".","18",".","18.00000","0","17.00","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","85101","1","40.021097","-105.263382","WGS84","PM10 - LC","24 HOUR","2014-02-04","2014","35","Micrograms/cubic meter (LC)","None",".","1","100.0000",".","16",".","16.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","88101","1","40.021097","-105.263382","WGS84","PM2.5 - Local Conditions","24 HOUR","2014-02-04","2014","35","Micrograms/cubic meter (LC)","None",".","1","100.0000",".","14.8",".","14.80000","0","57.00","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68101","1","40.021097","-105.263382","WGS84","Sample Flow Rate- CV","24 HOUR","2014-02-08","2014","39","Percent","None",".","1","100.0000",".","0.5",".","0.50000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68102","1","40.021097","-105.263382","WGS84","Sample Volume","24 HOUR","2014-02-08","2014","39","Cubic meter","None",".","1","100.0000",".","24",".","24.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68105","1","40.021097","-105.263382","WGS84","Ambient Temperature","24 HOUR","2014-02-08","2014","39","Degrees Centigrade","None",".","1","100.0000",".","2.3",".","2.30000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68108","1","40.021097","-105.263382","WGS84","Sample Baro Pressure","24 HOUR","2014-02-08","2014","39","Millimeters (mercury)","None",".","1","100.0000",".","623",".","623.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68109","1","40.021097","-105.263382","WGS84","Elapsed Sample Time","24 HOUR","2014-02-08","2014","39","Minutes","None",".","1","100.0000",".","1439",".","1439.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","88101","1","40.021097","-105.263382","WGS84","PM2.5 - Local Conditions","24 HOUR","2014-02-08","2014","39","Micrograms/cubic meter (LC)","None",".","1","100.0000",".","8.7",".","8.70000","0","36.00","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68101","1","40.021097","-105.263382","WGS84","Sample Flow Rate- CV","24 HOUR","2014-02-10","2014","41","Percent","None",".","1","100.0000",".","0.4",".","0.40000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68102","1","40.021097","-105.263382","WGS84","Sample Volume","24 HOUR","2014-02-10","2014","41","Cubic meter","None",".","1","100.0000",".","24",".","24.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68105","1","40.021097","-105.263382","WGS84","Ambient Temperature","24 HOUR","2014-02-10","2014","41","Degrees Centigrade","None",".","1","100.0000",".","-5.2",".","-5.20000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68108","1","40.021097","-105.263382","WGS84","Sample Baro Pressure","24 HOUR","2014-02-10","2014","41","Millimeters (mercury)","None",".","1","100.0000",".","628",".","628.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68109","1","40.021097","-105.263382","WGS84","Elapsed Sample Time","24 HOUR","2014-02-10","2014","41","Minutes","None",".","1","100.0000",".","1440",".","1440.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","81102","1","40.021097","-105.263382","WGS84","PM10 Total 0-10um STP","24 HOUR","2014-02-10","2014","41","Micrograms/cubic meter (25 C)","None",".","1","100.0000",".","56",".","56.00000","0","51.00","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","85101","1","40.021097","-105.263382","WGS84","PM10 - LC","24 HOUR","2014-02-10","2014","41","Micrograms/cubic meter (LC)","None",".","1","100.0000",".","50",".","50.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","88101","1","40.021097","-105.263382","WGS84","PM2.5 - Local Conditions","24 HOUR","2014-02-10","2014","41","Micrograms/cubic meter (LC)","None",".","1","100.0000",".","44.8",".","44.80000","0","124.00","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68101","1","40.021097","-105.263382","WGS84","Sample Flow Rate- CV","24 HOUR","2014-02-13","2014","44","Percent","None",".","1","100.0000",".","0.5",".","0.50000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68102","1","40.021097","-105.263382","WGS84","Sample Volume","24 HOUR","2014-02-13","2014","44","Cubic meter","None",".","1","100.0000",".","24",".","24.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68105","1","40.021097","-105.263382","WGS84","Ambient Temperature","24 HOUR","2014-02-13","2014","44","Degrees Centigrade","None",".","1","100.0000",".","10.1",".","10.10000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68108","1","40.021097","-105.263382","WGS84","Sample Baro Pressure","24 HOUR","2014-02-13","2014","44","Millimeters (mercury)","None",".","1","100.0000",".","623",".","623.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68109","1","40.021097","-105.263382","WGS84","Elapsed Sample Time","24 HOUR","2014-02-13","2014","44","Minutes","None",".","1","100.0000",".","1440",".","1440.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","88101","1","40.021097","-105.263382","WGS84","PM2.5 - Local Conditions","24 HOUR","2014-02-13","2014","44","Micrograms/cubic meter (LC)","None",".","1","100.0000",".","1.5",".","1.50000","0","6.00","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68101","1","40.021097","-105.263382","WGS84","Sample Flow Rate- CV","24 HOUR","2014-02-16","2014","47","Percent","None",".","1","100.0000",".","0.4",".","0.40000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68102","1","40.021097","-105.263382","WGS84","Sample Volume","24 HOUR","2014-02-16","2014","47","Cubic meter","None",".","1","100.0000",".","24",".","24.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68105","1","40.021097","-105.263382","WGS84","Ambient Temperature","24 HOUR","2014-02-16","2014","47","Degrees Centigrade","None",".","1","100.0000",".","6.7",".","6.70000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68108","1","40.021097","-105.263382","WGS84","Sample Baro Pressure","24 HOUR","2014-02-16","2014","47","Millimeters (mercury)","None",".","1","100.0000",".","623",".","623.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68109","1","40.021097","-105.263382","WGS84","Elapsed Sample Time","24 HOUR","2014-02-16","2014","47","Minutes","None",".","1","100.0000",".","1440",".","1440.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","81102","1","40.021097","-105.263382","WGS84","PM10 Total 0-10um STP","24 HOUR","2014-02-16","2014","47","Micrograms/cubic meter (25 C)","None",".","1","100.0000",".","17",".","17.00000","0","16.00","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","85101","1","40.021097","-105.263382","WGS84","PM10 - LC","24 HOUR","2014-02-16","2014","47","Micrograms/cubic meter (LC)","None",".","1","100.0000",".","15",".","15.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","88101","1","40.021097","-105.263382","WGS84","PM2.5 - Local Conditions","24 HOUR","2014-02-16","2014","47","Micrograms/cubic meter (LC)","None",".","1","100.0000",".","5.5",".","5.50000","0","23.00","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68101","1","40.021097","-105.263382","WGS84","Sample Flow Rate- CV","24 HOUR","2014-02-19","2014","50","Percent","None",".","1","100.0000",".","0.5",".","0.50000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68102","1","40.021097","-105.263382","WGS84","Sample Volume","24 HOUR","2014-02-19","2014","50","Cubic meter","None",".","1","100.0000",".","24",".","24.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68105","1","40.021097","-105.263382","WGS84","Ambient Temperature","24 HOUR","2014-02-19","2014","50","Degrees Centigrade","None",".","1","100.0000",".","5.7",".","5.70000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68108","1","40.021097","-105.263382","WGS84","Sample Baro Pressure","24 HOUR","2014-02-19","2014","50","Millimeters (mercury)","None",".","1","100.0000",".","619",".","619.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68109","1","40.021097","-105.263382","WGS84","Elapsed Sample Time","24 HOUR","2014-02-19","2014","50","Minutes","None",".","1","100.0000",".","1440",".","1440.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","88101","1","40.021097","-105.263382","WGS84","PM2.5 - Local Conditions","24 HOUR","2014-02-19","2014","50","Micrograms/cubic meter (LC)","None",".","1","100.0000",".","3.3",".","3.30000","0","14.00","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68101","1","40.021097","-105.263382","WGS84","Sample Flow Rate- CV","24 HOUR","2014-02-22","2014","53","Percent","None",".","1","100.0000",".","0.4",".","0.40000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68102","1","40.021097","-105.263382","WGS84","Sample Volume","24 HOUR","2014-02-22","2014","53","Cubic meter","None",".","1","100.0000",".","24",".","24.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68105","1","40.021097","-105.263382","WGS84","Ambient Temperature","24 HOUR","2014-02-22","2014","53","Degrees Centigrade","None",".","1","100.0000",".","3.8",".","3.80000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68108","1","40.021097","-105.263382","WGS84","Sample Baro Pressure","24 HOUR","2014-02-22","2014","53","Millimeters (mercury)","None",".","1","100.0000",".","624",".","624.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68109","1","40.021097","-105.263382","WGS84","Elapsed Sample Time","24 HOUR","2014-02-22","2014","53","Minutes","None",".","1","100.0000",".","1440",".","1440.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","81102","1","40.021097","-105.263382","WGS84","PM10 Total 0-10um STP","24 HOUR","2014-02-22","2014","53","Micrograms/cubic meter (25 C)","None",".","1","100.0000",".","6",".","6.00000","0","6.00","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","85101","1","40.021097","-105.263382","WGS84","PM10 - LC","24 HOUR","2014-02-22","2014","53","Micrograms/cubic meter (LC)","None",".","1","100.0000",".","5",".","5.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","88101","1","40.021097","-105.263382","WGS84","PM2.5 - Local Conditions","24 HOUR","2014-02-22","2014","53","Micrograms/cubic meter (LC)","None",".","1","100.0000",".","1.5",".","1.50000","0","6.00","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68101","1","40.021097","-105.263382","WGS84","Sample Flow Rate- CV","24 HOUR","2014-02-25","2014","56","Percent","None",".","1","100.0000",".","0.4",".","0.40000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68102","1","40.021097","-105.263382","WGS84","Sample Volume","24 HOUR","2014-02-25","2014","56","Cubic meter","None",".","1","100.0000",".","24",".","24.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68105","1","40.021097","-105.263382","WGS84","Ambient Temperature","24 HOUR","2014-02-25","2014","56","Degrees Centigrade","None",".","1","100.0000",".","-7.5",".","-7.50000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68108","1","40.021097","-105.263382","WGS84","Sample Baro Pressure","24 HOUR","2014-02-25","2014","56","Millimeters (mercury)","None",".","1","100.0000",".","630",".","630.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68109","1","40.021097","-105.263382","WGS84","Elapsed Sample Time","24 HOUR","2014-02-25","2014","56","Minutes","None",".","1","100.0000",".","1440",".","1440.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","88101","1","40.021097","-105.263382","WGS84","PM2.5 - Local Conditions","24 HOUR","2014-02-25","2014","56","Micrograms/cubic meter (LC)","None",".","1","100.0000",".","8.8",".","8.80000","0","37.00","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68101","1","40.021097","-105.263382","WGS84","Sample Flow Rate- CV","24 HOUR","2014-02-28","2014","59","Percent","None",".","1","100.0000",".","0.4",".","0.40000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68102","1","40.021097","-105.263382","WGS84","Sample Volume","24 HOUR","2014-02-28","2014","59","Cubic meter","None",".","1","100.0000",".","24",".","24.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68105","1","40.021097","-105.263382","WGS84","Ambient Temperature","24 HOUR","2014-02-28","2014","59","Degrees Centigrade","None",".","1","100.0000",".","4.6",".","4.60000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68108","1","40.021097","-105.263382","WGS84","Sample Baro Pressure","24 HOUR","2014-02-28","2014","59","Millimeters (mercury)","None",".","1","100.0000",".","620",".","620.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68109","1","40.021097","-105.263382","WGS84","Elapsed Sample Time","24 HOUR","2014-02-28","2014","59","Minutes","None",".","1","100.0000",".","1440",".","1440.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","81102","1","40.021097","-105.263382","WGS84","PM10 Total 0-10um STP","24 HOUR","2014-02-28","2014","59","Micrograms/cubic meter (25 C)","None",".","1","100.0000",".","24",".","24.00000","0","22.00","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","85101","1","40.021097","-105.263382","WGS84","PM10 - LC","24 HOUR","2014-02-28","2014","59","Micrograms/cubic meter (LC)","None",".","1","100.0000",".","22",".","22.00000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","88101","1","40.021097","-105.263382","WGS84","PM2.5 - Local Conditions","24 HOUR","2014-02-28","2014","59","Micrograms/cubic meter (LC)","None",".","1","100.0000",".","11.3",".","11.30000","0","47.00","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
"08","013","0012","68101","1","40.021097","-105.263382","WGS84","Sample Flow Rate- CV","24 HOUR","2014-03-03","2014","62","Percent","None",".","1","100.0000",".","0.3",".","0.30000","0",".","There are minimum daily summary criteria defined and they are met.","","Colorado","Boulder","Boulder","BOULDER CHAMBER OF COMMERCE","2440 PEARL ST.","Boulder-Longmont,CO","AQS via AQSDM"
